Year,Catalog_ID,Title,Author(s),LDC Catalog No.,ISBN,ISLRN,DOI,Release Date,Member Year(s),DCMI Type(s),Sample Type,Sample Rate,Data Source(s),Project(s),Application(s),Language(s),Language ID(s),License(s),Online Documentation,Licensing Instructions,Citation,URL
2024,LDC2024S04,BabyEars Affective Vocalizations,"Malcolm Slaney, Gerald McRoberts, Jocelyn Scheirer",LDC2024S04,,351-800-484-960-7,https://doi.org/10.35111/1t8v-eq04,"March 15, 2024",2024,Sound,pcm,22050,microphone conversation,,sentiment detection,English,eng,BabyEars Affective Vocalizations Agreement,LDC2024S04 Documents,"Subscription & Standard Members, and Non-Members","Slaney, Malcolm, Gerald McRoberts, and Jocelyn Scheirer. BabyEars Affective Vocalizations LDC2024S04. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S04
2024,LDC2024S05,Call My Net 1,"Karen Jones, Kevin Walker, David Graff, Jonathan Wright, Stephanie Strassel",LDC2024S05,,703-177-980-898-8,https://doi.org/10.35111/6e65-sr28,"May 15, 2024",2024,Sound,pcm,8000,telephone conversations,NIST SRE,speaker identification,"Yue Chinese, Mandarin Chinese, Cebuano, Tagalog","yue, cmn, ceb, tgl",LDC User Agreement for Non-Members,LDC2024S05 Documents,"Subscription & Standard Members, and Non-Members","Jones, Karen, et al. Call My Net 1 LDC2024S05. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S05
2024,LDC2024S08,Dialogs Re-Enacted Across Languages,"Nigel G. Ward, Jonathan E. Avila, Emilia Rivas, Divette Marco",LDC2024S08,,859-445-294-766-0,https://doi.org/10.35111/2pac-j365,"July 15, 2024",2024,Sound,pcm,16000,"microphone conversation, microphone speech",,"discourse analysis, prosody, spoken dialogue modeling","English, Spanish","eng, spa",LDC User Agreement for Non-Members,LDC2024S08 Documents,"Subscription & Standard Members, and Non-Members","Ward, Nigel G., et al. Dialogs Re-Enacted Across Languages LDC2024S08. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S08
2024,LDC2024S06,Diaspora Tibetan Speech,"Christopher Geissler, Sarah Babinski, Jason Shaw",LDC2024S06,,883-684-044-738-1,https://doi.org/10.35111/b8wr-w485,"June 17, 2024",2024,"Sound, Text",pcm,16000,microphone speech,,"phonology, sociolinguistics",Tibetan,bod,LDC User Agreement for Non-Members,LDC2024S06 Documents,"Subscription & Standard Members, and Non-Members","Geissler, Christopher, Sarah Babinski, and Jason Shaw. Diaspora Tibetan Speech LDC2024S06. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S06
2024,LDC2024S01,KASET - Kurmanji and Sorani Kurdish Speech and Transcripts,"Dana Delgado, Kevin Walker, Stephanie Strassel, David Graff, Christopher Caruso",LDC2024S01,,712-302-473-619-2,https://doi.org/10.35111/576n-ye16,"January 16, 2024",2024,"Sound, Text",CTS 16-bit pcm BN 16-bit pcm,CTS 8 KHz BN 16 KHz,"broadcast news, telephone conversations",NIST SRE,"language identification, speech recognition","Central Kurdish, Northern Kurdish, Kurdish","ckb, kmr, kur",LDC User Agreement for Non-Members,LDC2024S01 Documents,"Subscription & Standard Members, and Non-Members","Delgado, Dana, et al. KASET - Kurmanji and Sorani Kurdish Speech and Transcripts LDC2024S01. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S01
2024,LDC2024S11,L2-KSU Native and Non-Native Arabic Speech,"Norah Alrashoudi, Hend AlKhalifa, Yousef Ajami Alotaibi",LDC2024S11,,031-691-303-064-0,https://doi.org/10.35111/n3d8-t960,"September 16, 2024",2024,"Sound, Text",pcm,16000,microphone speech,,"speaker identification, speech recognition","Standard Arabic, Arabic","arb, ara",L2-KSU Native and Non-Native Arabic Speech Agreement,LDC2024S11 Documents,"Subscription & Standard Members, and Non-Members","Alrashoudi, Norah, Hend AlKhalifa, and Yousef Alotaibi. L2-KSU Native and Non-Native Arabic Speech LDC2024S11. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S11
2024,LDC2024T03,LoReHLT Hausa Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Kira Griffitt, Neville Ryant, Seth Kulick, Dana Delgado, Michael Arrigo",LDC2024T03,,501-789-098-262-1,https://doi.org/10.35111/2g72-ba51,"April 15, 2024",2024,"Software, Sound, Text",AAC,44100,"discussion forum, newswire, web collection, weblogs","BOLT, LORELEI","cross-language transfer, entity extraction, information extraction, machine translation","English, Hausa","eng, hau",LDC User Agreement for Non-Members,LDC2024T03 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LoReHLT Hausa Representative Language Pack LDC2024T03. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T03
2024,LDC2024T01,LORELEI Farsi Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Neville Ryant, Seth Kulick, Kira Griffitt, Dana Delgado, Michael Arrigo",LDC2024T01,,741-723-887-022-9,https://doi.org/10.35111/9f1g-d073,"January 16, 2024",2024,"Software, Text",,,"discussion forum, newswire, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Persian, English","fas, eng",LDC User Agreement for Non-Members,LDC2024T01 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Farsi Representative Language Pack LDC2024T01. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T01
2024,LDC2024T07,LORELEI Uyghur Incident Language Pack,"Jennifer Tracey, Stephanie Strassel, Michael Arrigo, Jonathan Wright, David Graff, Ann Bies",LDC2024T07,,103-077-458-497-7,https://doi.org/10.35111/99s0-qz09,"August 15, 2024",2024,"Software, Text",,,"discussion forum, newswire, religious texts, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","English, Uighur","eng, uig",LDC User Agreement for Non-Members,LDC2024T07 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Uyghur Incident Language Pack LDC2024T07. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T07
2024,LDC2024T10,LORELEI Yoruba Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Neville Ryant, Seth Kulick, Kira Griffitt, Dana Delgado, Michael Arrigo",LDC2024T10,,575-490-863-095-2,https://doi.org/10.35111/3z7y-y635,"November 15, 2024",2024,"Software, Text",,,"discussion forum, newswire, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Yoruba, English","yor, eng",LDC User Agreement for Non-Members,LDC2024T10 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Yoruba Representative Language Pack LDC2024T10. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T10
2024,LDC2024S07,MATERIAL Bulgarian-English Language Pack,"Aric Bills, Judith Bishop, Anne Boyle, Sarra Chouder, Nathaniel Clair, Tom Conners, Cassian Corey, Kristina Cronin, Eyal Dubinski, Corinna Ellis, Paul Gibby, Simon Hammond, Guia Hidalgo, Alice Kaiser-Schatzlein, Dagmara Kalnins, Michael Kazi, Julie Lam, Rosie Lazar, Hanh Le, Nicolas Malyska, Olivia Medel, Jennifer Melot, Alyssa Mensch, Alex Moore, Michelle Morrison, Shelley Paget, Alston Raymer, Fred Richardson, Hristina Ridgway, Annette Roberts, Carl Rubino, Kenneth Saw, Sinney Shen, Stephanie Soh, Jonathan Taylor, Brian Thompson, Audrey Tong, Richard Tong, Mariana Williams, Julie Yelle, Jennifer Yu, Yoanna Zavora, Ilya Zavorin",LDC2024S07,,450-346-825-481-3,https://doi.org/10.35111/fs0v-4606,"July 15, 2024",2024,"Sound, Text",alaw,8000,telephone conversations,,"information retrieval, speech recognition","Bulgarian, English","bul, eng",MATERIAL Bulgarian-English Agreement (For-Profit)MATERIAL Bulgarian-English Agreement (Non-Member)MATERIAL Bulgarian-English Agreement (Not-For-Profit),LDC2024S07 Documents,"Subscription & Standard Members, and Non-Members","Bills, Aric, et al. MATERIAL Bulgarian-English Language Pack LDC2024S07. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S07
2024,LDC2024S13,MATERIAL Farsi-English Language Pack,"Aric Bills, Sarra Chouder, Cassian Corey, Marjan Davoodian, Eyal Dubinski, Corinna Ellis, Reza Farnam, Paul Gibby, Luke Hartwig, Dagmara Kalnins, Michael Kazi, Julie Lam, Hanh Le, Nicolas Malyska, Sarah Marvi, Sara McConnell, Jennifer Melot, Alyssa Mensch, Alex Moore, Michelle Morrison, Shelley Paget, Frederick Richardson, Annette Roberts, Carl Rubino, Marjan Sadeghi Moaddel",LDC2024S13,,202-347-751-598-9,https://doi.org/10.35111/7dhe-8213,"December 16, 2024",2024,"Sound, Text",alaw,8000,telephone conversations,,"information retrieval, speech recognition","English, Persian","eng, fas",MATERIAL Farsi-English Agreement (For-Profit)MATERIAL Farsi-English Agreement (Non-Member)MATERIAL Farsi-English Agreement (Not-For-Profit),LDC2024S13 Documents,"Subscription & Standard Members, and Non-Members","Bills, Aric, et al. MATERIAL Farsi-English Language Pack LDC2024S13. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S13
2024,LDC2024S10,MATERIAL Somali-English Language Pack,"Zeinab Abdi, Zahra Ali, Aric Bills, Judith Bishop, Anne Boyle, Sarra Chouder, Nathaniel Clair, Tom Conners, Cassian Corey, Eyal Dubinski, Corinna Ellis, Jess Fernando, Paul Gibby, Farah H Abdi, Simon Hammond, Maxime Hubert, Alice Kaiser-Schatzlein, Michael Kazi, Julie Lam, Rosie Lazar, Hanh Le, Michael Levot, Nicolas Malyska, Jennifer Melot, Alyssa Mensch, Abdulkadir Arale Omar, Shelley Paget, Frederick Richardson, Carl Rubino, Bern Samko, Gregory Sanders, Stephanie Soh, Tania E. Strahan, Jonathan Taylor, Brian Thompson, Audrey Tong, Richard Tong, Julie Yelle, Jennifer Yu, Ilya Zavorin",LDC2024S10,,462-281-226-328-3,https://doi.org/10.35111/5550-f323,"September 16, 2024",2024,"Sound, Text",alaw,8000,telephone conversations,,"information retrieval, speech recognition","Somali, English","som, eng",MATERIAL Somali-English Agreement (For-Profit)MATERIAL Somali-English Agreement (Non-Member)MATERIAL Somali-English Agreement (Not-For-Profit),LDC2024S10 Documents,"Subscription & Standard Members, and Non-Members","Abdi, Zeinab, et al. MATERIAL Somali-English Language Pack LDC2024S10. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S10
2024,LDC2024T09,MultiTACRED,"Leonhard Hennig, Philippe Thomas, Sebastian Möller",LDC2024T09,,754-937-284-790-9,https://doi.org/10.35111/hcnt-7g66,"October 15, 2024",2024,Text,,,"newswire, web collection",TAC,"machine translation, relation extraction","English, Arabic, German, Spanish, Finnish, French, Hindi, Hungarian, Japanese, Polish, Russian, Turkish, Mandarin Chinese","eng, ara, deu, spa, fin, fra, hin, hun, jpn, pol, rus, tur, cmn",LDC User Agreement for Non-Members,LDC2024T09 Documents,"Subscription & Standard Members, and Non-Members","Hennig, Leonhard, Philippe Thomas, and Sebastian Möller. MultiTACRED LDC2024T09. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T09
2024,LDC2024S03,RATS Low Speech Density,"Kevin Walker, David Graff, Xiaoyi Ma, Stephanie Strassel, Karen Jones",LDC2024S03,,670-178-409-396-6,https://doi.org/10.35111/4ena-fg30,"March 15, 2024",2024,"Sound, Text",pcm,16000,telephone conversations,RATS,speech activity detection,"English, Persian, Pushto, Urdu, Levantine Arabic","eng, fas, pus, urd, qal",LDC User Agreement for Non-Members,LDC2024S03 Documents,"Subscription & Standard Members, and Non-Members","Walker, Kevin, et al. RATS Low Speech Density LDC2024S03. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S03
2024,LDC2024S09,Ravnursson Faroese Speech and Transcripts,"Carlos Daniel Hernández Mena, Annika Simonsen, Jon Gudnason",LDC2024S09,,558-066-910-837-0,https://doi.org/10.35111/d60c-5x79,"August 15, 2024",2024,"Sound, Text",pcm,16000,microphone speech,,speech recognition,Faroese,fao,Ravnursson Faroese Speech and Transcripts (For-Profit)Ravnursson Faroese Speech and Transcripts (Non-Member)Ravnursson Faroese Speech and Transcripts (Not-For-Profit),LDC2024S09 Documents,"Subscription & Standard Members, and Non-Members","Hernández Mena, Carlos Daniel, Annika Simonsen, and Jon Gudnason. Ravnursson Faroese Speech and Transcripts LDC2024S09. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S09
2024,LDC2024T08,RST Continuity Corpus,"Debopam Das, Markus Egg",LDC2024T08,,183-361-437-399-8,https://doi.org/10.35111/jfbf-gn90,"October 15, 2024",2024,Text,,,newswire,,discourse analysis,English,eng,LDC User Agreement for Non-Members,LDC2024T08 Documents,"Subscription & Standard Members, and Non-Members","Das, Debopam, and Markus Egg. RST Continuity Corpus LDC2024T08. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024T08
2024,LDC2024S12,Samrómur Synthetic,"Carlos Daniel Hernández Mena, Gunnar Thor Örnólfsson, Jon Gudnason",LDC2024S12,,446-426-909-343-3,https://doi.org/10.35111/4fam-5358,"November 15, 2024",2024,"Sound, Text",flac,16000,transcribed speech,,speech recognition,Icelandic,isl,Samrómur Synthetic Agreement (For-Profit Member)Samrómur Synthetic Agreement (Non-Member)Samrómur Synthetic Agreement (Not-for-Profit),LDC2024S12 Documents,"Subscription & Standard Members, and Non-Members","Hernández Mena, Carlos Daniel, Gunnar Örnólfsson, and Jon Gudnason. Samrómur Synthetic LDC2024S12. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S12
2024,LDC2024S02,Second Language University Speech Intelligibility Corpus,"Okim Kang, Kevin Hirschi, Stephen D. Looney, John H. L. Hansen",LDC2024S02,,977-534-090-899-1,https://doi.org/10.35111/p79q-a948,"February 15, 2024",2024,"Sound, Text",pcm,16000,microphone speech,,"speaker identification, speaker verification, speech recognition",English,eng,Second Language University Speech Intelligibility Corpus Agreement,LDC2024S02 Documents,"Subscription & Standard Members, and Non-Members","Kang, Okim, et al. Second Language University Speech Intelligibility Corpus LDC2024S02. Web Download. Philadelphia: Linguistic Data Consortium, 2024.",https://catalog.ldc.upenn.edu/LDC2024S02
2023,LDC2023V01,2019 NIST Speaker Recognition Evaluation Test Set -- Audio-Visual,"Omid Sadjadi, Craig Greenberg, Xuansong Li, Stephanie Strassel",LDC2023V01,,470-750-139-731-6,https://doi.org/10.35111/pqkt-6r56,"February 15, 2023",2023,"MovingImage, Text",mp4,44100,web collection,"NIST SRE, VAST",speaker identification,English,eng,LDC User Agreement for Non-Members,LDC2023V01 Documents,"Subscription & Standard Members, and Non-Members","Sadjadi, Omid, et al. 2019 NIST Speaker Recognition Evaluation Test Set -- Audio-Visual LDC2023V01. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023V01
2023,LDC2023S03,2019 NIST Speaker Recognition Evaluation Test Set -- CTS Challenge,"Craig Greenberg, Omid Sadjadi, Elliot Singer, Kevin Walker, Karen Jones, Christopher Caruso, Jonathan Wright, Stephanie Strassel",LDC2023S03,,699-091-998-273-0,https://doi.org/10.35111/7r78-ra45,"May 15, 2023",2023,Sound,alaw,8000Hz,telephone speech,NIST SRE,speaker identification,Tunisian Arabic,aeb,LDC User Agreement for Non-Members,LDC2023S03 Documents,"Subscription & Standard Members, and Non-Members","Greenberg, Craig, et al. 2019 NIST Speaker Recognition Evaluation Test Set -- CTS Challenge LDC2023S03. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S03
2023,LDC2023S06,2019 OpenSAT Public Safety Communications Simulation,"Dana Delgado, Karen Jones, Kevin Walker, Stephanie Strassel, Christopher Caruso, David Graff",LDC2023S06,,443-338-774-840-7,https://doi.org/10.35111/7z20-jg48,"August 15, 2023",2023,"Sound, Text",PCM,48000,microphone speech,"NIST OpenSAT, NIST Public Safety","keyword spotting, speech activity detection, speech recognition",English,eng,LDC User Agreement for Non-Members,LDC2023S06 Documents,"Subscription & Standard Members, and Non-Members","Delgado, Dana, et al. 2019 OpenSAT Public Safety Communications Simulation LDC2023S06. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S06
2023,LDC2023T10,AIDA Scenario 1 and 2 Reference Knowledge Base,"Jennifer Tracey, Stephanie Strassel, Jeremy Getman, Ann Bies, Kira Griffitt, David Graff, Christopher Caruso",LDC2023T10,,644-411-403-964-6,https://doi.org/10.35111/3wzr-h616,"October 16, 2023",2023,Text,,,"government documents, web collection","AIDA, LORELEI","entity extraction, information extraction, knowledge base population",English,eng,LDC User Agreement for Non-Members,LDC2023T10 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. AIDA Scenario 1 and 2 Reference Knowledge Base LDC2023T10. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023T10
2023,LDC2023T11,AIDA Scenario 1 Practice Topic Source Data,"Jennifer Tracey, Stephanie Strassel, Jeremy Getman, Ann Bies, Kira Griffitt, David Graff, Christopher Caruso",LDC2023T11,,039-139-038-220-6,https://doi.org/10.35111/pbed-b924,"October 16, 2023",2023,"MovingImage, Software, Sound, StillImage, Text",mpeg,44100 Hz,"discussion forum, newswire, web collection, weblogs",AIDA,"entity extraction, information extraction","Russian, Ukrainian, English","rus, ukr, eng",LDC User Agreement for Non-Members,LDC2023T11 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. AIDA Scenario 1 Practice Topic Source Data LDC2023T11. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023T11
2023,LDC2023S01,AIDA Ukrainian Broadcast and Telephone Speech Audio and Transcripts,"Dana Delgado, Kevin Walker, David Graff, Stephanie Strassel",LDC2023S01,,699-485-644-732-3,https://doi.org/10.35111/qge4-4f15,"January 17, 2023",2023,"Sound, Text","CTS 8KHz 16-bit pcm, BN 16KHz or 22KHz 16-bit pcm","CTS 8KHz 16-bit pcm, BN 16KHz or 22KHz 16-bit pcm","broadcast news, telephone conversations","AIDA, LORELEI , NIST LRE",speech recognition,Ukrainian,ukr,LDC User Agreement for Non-Members,LDC2023S01 Documents,"Subscription & Standard Members, and Non-Members","Delgado, Dana, et al. AIDA Ukrainian Broadcast and Telephone Speech Audio and Transcripts LDC2023S01. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S01
2023,LDC2023S08,CALLFRIEND Russian Speech,"David Miller, Kevin Walker, David Graff, Alexandra Canavan",LDC2023S08,,607-488-391-299-4,https://doi.org/10.35111/x1s2-xv64,"September 15, 2023",2023,Sound,pcm,8000,telephone conversations,LID,language identification,Russian,rus,LDC User Agreement for Non-Members,LDC2023S08 Documents,"Subscription & Standard Members, and Non-Members","Miller, David, et al. CALLFRIEND Russian Speech LDC2023S08. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S08
2023,LDC2023T09,CALLFRIEND Russian Text,"David Miller, Kevin Walker, David Graff, Alexandra Canavan",LDC2023T09,,172-735-046-422-7,https://doi.org/10.35111/05mp-r458,"September 15, 2023",2023,Text,,,telephone conversations,LID,language identification,Russian,rus,LDC User Agreement for Non-Members,LDC2023T09 Documents,"Subscription & Standard Members, and Non-Members","Miller, David, et al. CALLFRIEND Russian Text LDC2023T09. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023T09
2023,LDC2023T04,DEFT English Light and Rich ERE Annotation,"Song Chen, Ann Bies, Kira Griffitt, Joe Ellis, Stephanie Strassel",LDC2023T04,,712-226-273-489-1,https://doi.org/10.35111/ctq4-mn59,"April 17, 2023",2023,Text,,,"discussion forum, newswire",DEFT,information extraction,English,eng,LDC User Agreement for Non-Members,LDC2023T04 Documents,"Subscription & Standard Members, and Non-Members","Chen, Song, et al. DEFT English Light and Rich ERE Annotation LDC2023T04. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023T04
2023,LDC2023S10,Kasdi-Merbah University Emotional Database in Arabic Speech,"Mourad Belhadj, Ilham Bendellali, Elalia Lakhdari",LDC2023S10,,384-157-095-106-8,https://doi.org/10.35111/qqer-qz15,"December 15, 2023",2023,Sound,pcm,44000,microphone speech,,sentiment detection,"Arabic, Standard Arabic","ara, arb",LDC User Agreement for Non-Members,LDC2023S10 Documents,"Subscription & Standard Members, and Non-Members","Belhadj, Mourad, Ilham Bendellali, and Elalia Lakhdari. Kasdi-Merbah University Emotional Database in Arabic Speech LDC2023S10. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S10
2023,LDC2023S07,LDC Spoken Language Sampler - Sixth Release,Linguistic Data Consortium,LDC2023S07,,,https://doi.org/10.35111/k7w8-4403,"August 15, 2023",2023,"Sound, Text",,,,,,,,,LDC2023S07 Documents,"Subscription & Standard Members, and Non-Members","Linguistic Data Consortium. LDC Spoken Language Sampler - Sixth Release LDC2023S07. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023S07
2023,LDC2023T07,LORELEI Indonesian Representative Language Pack,"Jennifer Tracey, Stephanie Strassel, David Graff, Jonathan Wright, Song Chen, Neville Ryant, Seth Kulick, Kira Griffitt, Dana Delgado, Michael Arrigo",LDC2023T07,,426-032-969-008-0,https://doi.org/10.35111/6gww-xc16,"June 15, 2023",2023,"Software, Text",,,"discussion forum, newswire, web collection, weblogs",LORELEI,"cross-language transfer, entity extraction, information extraction, machine translation","Indonesian, English","ind, eng",LDC User Agreement for Non-Members,LDC2023T07 Documents,"Subscription & Standard Members, and Non-Members","Tracey, Jennifer, et al. LORELEI Indonesian Representative Language Pack LDC2023T07. Web Download. Philadelphia: Linguistic Data Consortium, 2023.",https://catalog.ldc.upenn.edu/LDC2023T07
